parent	category	uri	wiki
Frozen plant-based foods mixes	Breaded onion rings	/category/breaded-onion-rings	
Frozen plant-based foods mixes	Frozen baked potatoes	/category/frozen-baked-potatoes	
Frozen plant-based foods mixes	Frozen Rice with vegetables	/category/frozen-rice-with-vegetables	
Frozen plant-based foods mixes	Frozen vegetable tempura	/category/frozen-vegetable-tempura	
Frozen plant-based foods mixes	Frozen vegetables for paella	/category/frozen-vegetables-for-paella	
Frozen plant-based foods mixes	es:Mezclas para sofrito congelada	/category/es:mezclas-para-sofrito-congelada	
Frozen plant-based foods mixes	es:Parrilladas de verduras congelada	/category/es:parrilladas-de-verduras-congelada	
Frozen plant-based foods mixes	es:Pistos congelados	/category/es:pistos-congelados	
	Marzipan	/category/marzipan	Q106252
Marzipan	Almond paste	/category/almond-paste	Q2631692
Marzipan	Marzipan figures	/category/marzipan-figures	
Marzipan	Marzipan of Soto	/category/marzipan-of-soto	Q6007813
	Bouillon cubes	/category/bouillon-cubes	Q937013
Bouillon cubes	Vegetable bouillon cubes	/category/vegetable-bouillon-cubes	
	Quark	/category/quark	Q259642
Quark	Buttermilk quark	/category/buttermilk-quark	
Quark	Creamy quark	/category/creamy-quark	
Quark	Lean quark	/category/lean-quark	
Quark	Quark with 10% fat in dry mass	/category/quark-with-10-fat-in-dry-mass	
Quark	Quark with 20% fat in dry mass	/category/quark-with-20-fat-in-dry-mass	
Quark	Quark with 30% fat in dry mass	/category/quark-with-30-fat-in-dry-mass	
Quark	Quark with 45% fat in dry mass	/category/quark-with-45-fat-in-dry-mass	
Quark	Quark with 50% fat in dry mass	/category/quark-with-50-fat-in-dry-mass	
Quark	Quark with 65% to 85% fat in dry mass	/category/quark-with-65-to-85-fat-in-dry-mass	
Quark	Rennet quark	/category/rennet-quark	
Quark	Soured milk quark	/category/soured-milk-quark	
	Chamomile	/category/chamomile	Q14169150
Chamomile	German chamomile	/category/german-chamomile	Q28437
Chamomile	Roman chamomile	/category/roman-chamomile	Q5723577
	Tea bags	/category/tea-bags	
	Amber beers	/category/amber-beers	Q2271859
	Marmalades	/category/marmalades	Q5834964
Marmalades	Apricot Marmalades	/category/apricot-marmalades	Q20162694
Marmalades	Bigarade orange marmelades	/category/bigarade-orange-marmelades	
Marmalades	Lemon marmelades	/category/lemon-marmelades	Q40867220
Marmalades	Orange Marmalades	/category/orange-marmalades	Q19842607
Marmalades	Pineapple Marmalades	/category/pineapple-marmalades	Q20162674
	fr:Choucroutes garnies	/category/fr:choucroutes-garnies	
	Grana Padano	/category/grana-padano	
	Cold starters	/category/cold-starters	
Cold starters	Prepared vegetables macedoines	/category/prepared-vegetables-macedoines	
	Calissons d'Aix	/category/calissons-d-aix	
	Walnuts	/category/walnuts	Q208021
Walnuts	Shelled walnuts	/category/shelled-walnuts	
Walnuts	Walnut kernels	/category/walnut-kernels	
	Garlic and their products	/category/garlic-and-their-products	Q23400
Garlic and their products	Frozen chopped garlic	/category/frozen-chopped-garlic	
Garlic and their products	Garlic powder	/category/garlic-powder	
Garlic and their products	Pickled garlic	/category/pickled-garlic	
	Rice milks	/category/rice-milks	Q715187
Rice milks	Cocoa rice milks	/category/cocoa-rice-milks	
Rice milks	Natural rice milks	/category/natural-rice-milks	
Rice milks	Vanilla rice milks	/category/vanilla-rice-milks	
	fr:Galettes de blé noir	/category/fr:galettes-de-ble-noir	
	Non-dairy yogurts	/category/non-dairy-yogurts	
	Grenadine	/category/grenadine	Q1136498
	fr:Cordons bleus	/category/fr:cordons-bleus	Q429518
fr:Cordons bleus	fr:Cordons bleus de dinde	/category/fr:cordons-bleus-de-dinde	
fr:Cordons bleus	fr:Cordons bleus de poulet	/category/fr:cordons-bleus-de-poulet	
	Chili peppers	/category/chili-peppers	
Chili peppers	fr:Anaheim	/category/fr:anaheim	
Chili peppers	fr:Chiltepin	/category/fr:chiltepin	
Chili peppers	fr:Chimayo	/category/fr:chimayo	
Chili peppers	fr:Cubanelle	/category/fr:cubanelle	
Chili peppers	fr:De Árbol	/category/fr:de-arbol	
Chili peppers	fr:Guajillo	/category/fr:guajillo	
Chili peppers	fr:Habanero	/category/fr:habanero	
Chili peppers	fr:Pasilla	/category/fr:pasilla	
Chili peppers	fr:Piment Ancho	/category/fr:piment-ancho	
Chili peppers	fr:Piment banane	/category/fr:piment-banane	
Chili peppers	fr:Piment kabyle	/category/fr:piment-kabyle	
Chili peppers	fr:Piment Naga Viper	/category/fr:piment-naga-viper	
Chili peppers	fr:Piment tepin	/category/fr:piment-tepin	
Chili peppers	fr:Piment végétarien	/category/fr:piment-vegetarien	
Chili peppers	fr:Piment vietnamien	/category/fr:piment-vietnamien	
Chili peppers	fr:Piments d'Espelette	/category/fr:piments-d-espelette	
Chili peppers	fr:Piments jaunes	/category/fr:piments-jaunes	
Chili peppers	fr:Piments oranges	/category/fr:piments-oranges	
Chili peppers	fr:Pulla	/category/fr:pulla	
Chili peppers	fr:Serrano	/category/fr:serrano	
	Artichoke hearts	/category/artichoke-hearts	
Artichoke hearts	Frozen artichoke hearts	/category/frozen-artichoke-hearts	
	Mint syrups	/category/mint-syrups	Q16676963
	Cods	/category/cods	
	Caramel spreads	/category/caramel-spreads	
	fr:Saucisses sèches	/category/fr:saucisses-seches	
fr:Saucisses sèches	fr:Saucisses sèches de jambon	/category/fr:saucisses-seches-de-jambon	
	Vanilla ice cream tubs	/category/vanilla-ice-cream-tubs	
	From 12 months old	/category/from-12-months-old	
	Concentrated orange juices	/category/concentrated-orange-juices	
	Canned cereals	/category/canned-cereals	
	Unrefined salts	/category/unrefined-salts	
Unrefined salts	Unrefined rock salt	/category/unrefined-rock-salt	
Unrefined salts	fr:Sels des marais salants	/category/fr:sels-des-marais-salants	
	Cheese sandwiches	/category/cheese-sandwiches	
Cheese sandwiches	Brie cheese sandwiches	/category/brie-cheese-sandwiches	
Cheese sandwiches	Cantal cheese sandwiches	/category/cantal-cheese-sandwiches	
Cheese sandwiches	Cheddar sandwiches	/category/cheddar-sandwiches	
Cheese sandwiches	Comté cheese sandwiches	/category/comte-cheese-sandwiches	
Cheese sandwiches	Emmental cheese sandwiches	/category/emmental-cheese-sandwiches	
Cheese sandwiches	Goat cheese sandwiches	/category/goat-cheese-sandwiches	
Cheese sandwiches	Ham and cheese sandwiches	/category/ham-and-cheese-sandwiches	Q3782694
Cheese sandwiches	Mozzarella sandwiches	/category/mozzarella-sandwiches	
Cheese sandwiches	Parmesan cheese sandwiches	/category/parmesan-cheese-sandwiches	
Cheese sandwiches	fr:Sandwichs à la mimolette	/category/fr:sandwichs-a-la-mimolette	
Cheese sandwiches	fr:Sandwichs à la tomme	/category/fr:sandwichs-a-la-tomme	
	Canned corn	/category/canned-corn	
Canned corn	Canned sweet corn	/category/canned-sweet-corn	
	Dried vegetables	/category/dried-vegetables	
	Liqueurs	/category/liqueurs	Q178780
Liqueurs	Herbal liqueur	/category/herbal-liqueur	Q1883967
	Dark chocolates with almonds	/category/dark-chocolates-with-almonds	
	Cider vinegars	/category/cider-vinegars	Q618322
	Veggie burger patties	/category/veggie-burger-patties	
Veggie burger patties	Soy steak	/category/soy-steak	
Veggie burger patties	fr:Steaks de tofu	/category/fr:steaks-de-tofu	
	fr:Pruneaux d'Agen	/category/fr:pruneaux-d-agen	
	Meringues	/category/meringues	Q276276
	fr:Confits d'oignons	/category/fr:confits-d-oignons	
	fr:Fromages du Nord-Pas-de-Calais	/category/fr:fromages-du-nord-pas-de-calais	
	Cane sugar	/category/cane-sugar	Q9362753
Cane sugar	Muscovado	/category/muscovado	Q9280616
	Low-fat yogurts	/category/low-fat-yogurts	
	fr:Mimolettes	/category/fr:mimolettes	Q749121
fr:Mimolettes	Extra old mimolettes	/category/extra-old-mimolettes	
fr:Mimolettes	Half-aged mimolettes	/category/half-aged-mimolettes	
fr:Mimolettes	Old mimolettes	/category/old-mimolettes	Q643697
fr:Mimolettes	Young mimolettes	/category/young-mimolettes	
	Milk bread rolls	/category/milk-bread-rolls	Q3360557
Milk bread rolls	Milk bread rolls with chocolate	/category/milk-bread-rolls-with-chocolate	
	fr:Brioches pur beurre	/category/fr:brioches-pur-beurre	
fr:Brioches pur beurre	fr:Brioches tranchées pur beurre	/category/fr:brioches-tranchees-pur-beurre	
	Liquid honeys	/category/liquid-honeys	
	fr:Brioches tranchées	/category/fr:brioches-tranchees	
fr:Brioches tranchées	fr:Brioches tranchées pur beurre	/category/fr:brioches-tranchees-pur-beurre	
	Pasteurized butters	/category/pasteurized-butters	
	fr:Foies gras mi-cuits	/category/fr:foies-gras-mi-cuits	
	Mashed vegetables	/category/mashed-vegetables	
Mashed vegetables	Mashed broccoli	/category/mashed-broccoli	
Mashed vegetables	Mashed carrots	/category/mashed-carrots	
Mashed vegetables	Mashed Cauliflower	/category/mashed-cauliflower	
Mashed vegetables	Mashed celeriac	/category/mashed-celeriac	
Mashed vegetables	Mashed pumpkins	/category/mashed-pumpkins	
Mashed vegetables	Mashed spinachs	/category/mashed-spinachs	
Mashed vegetables	Mashed split peas	/category/mashed-split-peas	
Mashed vegetables	Mashed zucchini	/category/mashed-zucchini	
Mashed vegetables	fr:Purées de haricots verts	/category/fr:purees-de-haricots-verts	
	Plain stirred yogurts	/category/plain-stirred-yogurts	
	fr:Rosettes	/category/fr:rosettes	
	Smoked lardons	/category/smoked-lardons	
	Puffed grains	/category/puffed-grains	Q12961445
	fr:Coquillettes	/category/fr:coquillettes	Q2996948
fr:Coquillettes	fr:Coquillettes de blé dur	/category/fr:coquillettes-de-ble-dur	
	Puffed cereals	/category/puffed-cereals	
Puffed cereals	Mixed puffed cereals	/category/mixed-puffed-cereals	
Puffed cereals	Puffed barley	/category/puffed-barley	
Puffed cereals	Puffed buckwheat	/category/puffed-buckwheat	
Puffed cereals	Puffed millet	/category/puffed-millet	
Puffed cereals	Puffed oat	/category/puffed-oat	
Puffed cereals	Puffed quinoa	/category/puffed-quinoa	
Puffed cereals	Puffed rice	/category/puffed-rice	
Puffed cereals	Puffed rye	/category/puffed-rye	
	Fleurs de sel	/category/fleurs-de-sel	
Fleurs de sel	fr:Fleurs de sel de Guérande	/category/fr:fleurs-de-sel-de-guerande	
	Brown breads	/category/brown-breads	Q940999
	Prepared couscous	/category/prepared-couscous	
	Pretzel	/category/pretzel	
	Raw vegetable sandwiches	/category/raw-vegetable-sandwiches	
	Turrón	/category/turron	Q159304
Turrón	Black chocolate turrón filled with fruit praline	/category/black-chocolate-turron-filled-with-fruit-praline	
Turrón	Black chocolate turrón with almonds	/category/black-chocolate-turron-with-almonds	
Turrón	Black chocolate turrón with puffed rice	/category/black-chocolate-turron-with-puffed-rice	
Turrón	Coconut turrón	/category/coconut-turron	
Turrón	Creamy almond turrón	/category/creamy-almond-turron	
Turrón	Crunchy almond turrón	/category/crunchy-almond-turron	Q3995784
Turrón	Fruit turrón	/category/fruit-turron	
Turrón	Guirlache turrón	/category/guirlache-turron	
Turrón	Peanuts turrón	/category/peanuts-turron	
Turrón	Toasted egg yolk turrón	/category/toasted-egg-yolk-turron	
Turrón	Walnut creme turrón	/category/walnut-creme-turron	
Turrón	es:Turrones a la piedra	/category/es:turrones-a-la-piedra	
Turrón	es:Turrones de mazapán de cabello de ángel	/category/es:turrones-de-mazapan-de-cabello-de-angel	
	fr:Charcuteries à cuire	/category/fr:charcuteries-a-cuire	
	Dried tomatoes	/category/dried-tomatoes	
Dried tomatoes	Dried tomatoes in oil	/category/dried-tomatoes-in-oil	
Dried tomatoes	Natural dried tomatoes	/category/natural-dried-tomatoes	
	Skewers	/category/skewers	
Skewers	Beef skewers	/category/beef-skewers	
Skewers	Pork skewers	/category/pork-skewers	
Skewers	Shrimp skewers	/category/shrimp-skewers	
	Champagnes	/category/champagnes	Q134862
Champagnes	French Champagnes	/category/french-champagnes	
Champagnes	Russian champagne	/category/russian-champagne	
Champagnes	fr:Champagnes bruts	/category/fr:champagnes-bruts	
Champagnes	fr:Champagnes extra bruts	/category/fr:champagnes-extra-bruts	
Champagnes	fr:Champagnes grands crus	/category/fr:champagnes-grands-crus	
Champagnes	fr:Champagnes premiers crus	/category/fr:champagnes-premiers-crus	
Champagnes	fr:Champagnes rosés	/category/fr:champagnes-roses	
	fr:Filets d'anchois marinés	/category/fr:filets-d-anchois-marines	
fr:Filets d'anchois marinés	fr:Filets d'anchois marinés à l'ail et au persil	/category/fr:filets-d-anchois-marines-a-l-ail-et-au-persil	
fr:Filets d'anchois marinés	fr:Filets d'anchois marinés à l'huile végétale	/category/fr:filets-d-anchois-marines-a-l-huile-vegetale	
fr:Filets d'anchois marinés	fr:Filets d'anchois marinés à la catalane	/category/fr:filets-d-anchois-marines-a-la-catalane	
fr:Filets d'anchois marinés	fr:Filets d'anchois marinés à la Provençale	/category/fr:filets-d-anchois-marines-a-la-provencale	
fr:Filets d'anchois marinés	fr:Filets d'anchois marinés au citron confit	/category/fr:filets-d-anchois-marines-au-citron-confit	
	Canned meats	/category/canned-meats	
Canned meats	Canned snails	/category/canned-snails	
	Pork ribs	/category/pork-ribs	
	fr:Ravioles	/category/fr:ravioles	
fr:Ravioles	fr:Ravioles du Dauphiné	/category/fr:ravioles-du-dauphine	Q3420363
	Tagliatelle	/category/tagliatelle	Q20044
Tagliatelle	fr:Tagliatelles fraîches	/category/fr:tagliatelles-fraiches	Q20044
	fr:Blinis	/category/fr:blinis	Q815898
	Herbal tea blends	/category/herbal-tea-blends	
Herbal tea blends	Good nightrest tea blends	/category/good-nightrest-tea-blends	
Herbal tea blends	Verbena Peppermint	/category/verbena-peppermint	
	White hams with less salt	/category/white-hams-with-less-salt	
	Grapefruit juices	/category/grapefruit-juices	Q1138468
Grapefruit juices	Concentrated grapefruit juices	/category/concentrated-grapefruit-juices	
Grapefruit juices	Fresh grapefruit juice	/category/fresh-grapefruit-juice	
Grapefruit juices	Squeezed grapefruit juices	/category/squeezed-grapefruit-juices	
Grapefruit juices	fr:Jus de pamplemousse rose	/category/fr:jus-de-pamplemousse-rose	
	Hamburgers	/category/hamburgers	Q6663
	Cherry tomatoes	/category/cherry-tomatoes	Q6540634
	Chocolate rabbits	/category/chocolate-rabbits	
	Fish eggs	/category/fish-eggs	
Fish eggs	Caviars	/category/caviars	Q186385
Caviars	Farmed caviars	/category/farmed-caviars	
Farmed caviars	Baeri caviars	/category/baeri-caviars	
Farmed caviars	fr:Caviar d'esturgeon blanc	/category/fr:caviar-d-esturgeon-blanc	
Farmed caviars	fr:Caviar de Acipenser gueldenstaedtii	/category/fr:caviar-de-acipenser-gueldenstaedtii	
Caviars	Wild caviars	/category/wild-caviars	
Wild caviars	Beluga caviar	/category/beluga-caviar	Q4518649
Wild caviars	Hackeleback caviars	/category/hackeleback-caviars	
Wild caviars	Ossetra caviar	/category/ossetra-caviar	
Wild caviars	Paddlefish caviars	/category/paddlefish-caviars	
Wild caviars	Sevruga caviar	/category/sevruga-caviar	
Wild caviars	Sterlet caviar	/category/sterlet-caviar	
Fish eggs	fr:Œufs de lump	/category/fr:oeufs-de-lump	Q3594120
	Flans	/category/flans	Q16636380
	Soft cheese with a natural rind	/category/soft-cheese-with-a-natural-rind	Q3088326
Soft cheese with a natural rind	fr:Banon	/category/fr:banon	
Soft cheese with a natural rind	fr:Chabichous du Poitou	/category/fr:chabichous-du-poitou	
Soft cheese with a natural rind	fr:Crottins de Chavignol	/category/fr:crottins-de-chavignol	Q249873
Soft cheese with a natural rind	fr:Mâconnais	/category/fr:maconnais	
Soft cheese with a natural rind	fr:Pélardon	/category/fr:pelardon	
Soft cheese with a natural rind	fr:Picodon	/category/fr:picodon	
Soft cheese with a natural rind	fr:Pouligny-Saint-Pierre	/category/fr:pouligny-saint-pierre	
Soft cheese with a natural rind	fr:Rocamadour	/category/fr:rocamadour	
Soft cheese with a natural rind	fr:Sainte-Maure de Touraine	/category/fr:sainte-maure-de-touraine	
	Pasteurised milks	/category/pasteurised-milks	Q19344246
	fr:Beaufort	/category/fr:beaufort	
	Cereal oils	/category/cereal-oils	
Cereal oils	Amaranth oils	/category/amaranth-oils	Q4740149
Cereal oils	Corn oils	/category/corn-oils	Q856775
Cereal oils	Linseed oils	/category/linseed-oils	Q818405
Cereal oils	Rice bran oils	/category/rice-bran-oils	Q175933
Cereal oils	Sesame oils	/category/sesame-oils	Q212317
Cereal oils	Wheat germ oils	/category/wheat-germ-oils	Q720761
	Frozen fruits	/category/frozen-fruits	
Frozen fruits	Frozen citrus	/category/frozen-citrus	
Frozen fruits	Frozen pomegranates	/category/frozen-pomegranates	
	Camembert made with raw milk	/category/camembert-made-with-raw-milk	
Camembert made with raw milk	Camemberts de Normandie	/category/camemberts-de-normandie	Q1086855
	Filled milk chocolates	/category/filled-milk-chocolates	
	Goat milk yogurts	/category/goat-milk-yogurts	
	Tomato pastes	/category/tomato-pastes	Q1499073
	Pumpkin plant products	/category/pumpkin-plant-products	Q5339301
	Sprouts	/category/sprouts	Q1057052
Sprouts	Bamboo shoots	/category/bamboo-shoots	Q2157176
	Soy milk yogurts	/category/soy-milk-yogurts	
Soy milk yogurts	Plain soy yogurts	/category/plain-soy-yogurts	
	fr:Tapenades noires	/category/fr:tapenades-noires	
	fr:Œufs en chocolat creux	/category/fr:oeufs-en-chocolat-creux	
	Croutons	/category/croutons	Q1197400
	Ice cream sandwiches	/category/ice-cream-sandwiches	
	Fruits coulis	/category/fruits-coulis	Q1136961
Fruits coulis	Apricot coulis	/category/apricot-coulis	
Fruits coulis	Raspberry coulis	/category/raspberry-coulis	
Fruits coulis	Strawberry coulis	/category/strawberry-coulis	
Fruits coulis	fr:Coulis de fruits rouges	/category/fr:coulis-de-fruits-rouges	
	Tonic water	/category/tonic-water	Q237315
	Carrots	/category/carrots	
	From 4 months	/category/from-4-months	
	Coconut oils	/category/coconut-oils	Q216235
Coconut oils	Refined coco oils	/category/refined-coco-oils	
Coconut oils	Virgin coco oils	/category/virgin-coco-oils	
	Fruit pastes	/category/fruit-pastes	
Fruit pastes	Apple pastes	/category/apple-pastes	
